show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,language,imdb_score,views_millions
s1083,Movie,Power (11),Director_148,"Actor_464, Actor_34, Actor_7, Actor_205, Actor_113",Spain,2019-06-18,2019,PG,101 min,Comedy,English,7.5,2.44
s1084,TV Show,Narcos: Mexico (11),Director_285,"Actor_472, Actor_474, Actor_296, Actor_144",Norway,2018-05-28,2018,R,6 Seasons,Crime,Hindi,6.3,0.03
s1085,TV Show,Ozark (11),Director_134,"Actor_233, Actor_227, Actor_381, Actor_256, Actor_214",United Kingdom,2022-05-23,2022,TV-MA,6 Seasons,Thriller,English,7.6,18.78
s1086,TV Show,Elite (11),Director_209,"Actor_220, Actor_429, Actor_280",Spain,2019-07-15,2019,TV-MA,6 Seasons,Fantasy,English,5.8,0.88
s1087,TV Show,Money Heist: Korea (11),Director_134,"Actor_378, Actor_356",United States,2021-03-20,2021,TV-MA,5 Seasons,Documentary,Spanish,7.3,0.58
s1088,Movie,All of Us Are Dead (11),Director_35,"Actor_411, Actor_417, Actor_8",United States,2020-11-26,2020,TV-MA,100 min,Sci-Fi,English,5.6,0.45
s1089,TV Show,Hellbound (11),Director_232,"Actor_51, Actor_136",Mexico,2022-09-21,2022,NR,6 Seasons,Horror,English,7.7,4.5
s1090,Movie,Kingdom (11),Director_153,"Actor_119, Actor_128, Actor_3",United States,2017-11-27,2017,TV-14,108 min,Horror,Italian,7.1,6.92
s1091,TV Show,Sweet Home (11),Director_171,"Actor_407, Actor_492, Actor_288, Actor_412",India,2017-11-17,2017,PG-13,5 Seasons,Sci-Fi,German,7.5,0.51
s1092,TV Show,Hospital Playlist (11),Director_180,"Actor_210, Actor_37, Actor_289, Actor_16, Actor_102",Spain,2022-04-22,2022,PG-13,7 Seasons,Reality,Turkish,6.8,0.36
s1093,TV Show,Reply 1988 (11),Director_272,"Actor_391, Actor_433, Actor_76",United States,2022-09-07,2022,PG,6 Seasons,Reality,French,8.3,0.62
s1094,TV Show,Signal (11),Director_41,"Actor_216, Actor_144, Actor_497, Actor_456, Actor_75",France,2023-11-06,2023,R,5 Seasons,Reality,French,5.8,3.29
s1095,TV Show,My Mister (11),Director_169,"Actor_373, Actor_298, Actor_16",Italy,2016-06-07,2016,TV-MA,3 Seasons,Drama,Spanish,6.9,2.76
s1096,TV Show,Crash Landing on You (11),Director_230,"Actor_382, Actor_370",Norway,2015-07-10,2015,PG-13,3 Seasons,Sci-Fi,Italian,5.8,2.57
s1097,TV Show,Lupin Part 2 (11),Director_246,"Actor_420, Actor_398, Actor_382",United Kingdom,2019-05-13,2019,PG,2 Seasons,Drama,Spanish,6.3,0.83
s1098,TV Show,Call My Agent (11),Director_47,"Actor_215, Actor_3, Actor_483, Actor_267, Actor_131",United States,2020-12-03,2020,TV-MA,7 Seasons,Horror,Norwegian,7.7,2.81
s1099,TV Show,The Bureau (11),Director_249,"Actor_493, Actor_43, Actor_119, Actor_139",Spain,2022-09-07,2022,PG-13,3 Seasons,Thriller,English,6.0,0.4
s1100,TV Show,Marseille (11),Director_267,"Actor_73, Actor_17, Actor_160, Actor_453",Canada,2022-02-07,2022,TV-MA,6 Seasons,Sci-Fi,English,5.5,0.6
s1101,TV Show,Plan Coeur (11),Director_266,"Actor_423, Actor_459, Actor_173, Actor_58",India,2022-06-27,2022,G,5 Seasons,Animation,Japanese,5.3,1.16
s1102,TV Show,Mortel (11),Director_279,"Actor_364, Actor_262, Actor_433, Actor_325, Actor_426",Italy,2019-09-03,2019,TV-MA,5 Seasons,Crime,English,6.1,3.44
s1103,TV Show,Laetitia (11),Director_52,"Actor_479, Actor_245, Actor_315, Actor_215, Actor_423",South Korea,2021-11-12,2021,PG-13,6 Seasons,Action,Japanese,8.4,0.21
s1104,Movie,Into the Night (11),Director_234,"Actor_112, Actor_169",United Kingdom,2023-06-06,2023,R,112 min,Romance,Norwegian,8.0,1.63
s1105,Movie,Dix Pour Cent (11),Director_268,"Actor_402, Actor_348",United Kingdom,2022-05-20,2022,PG-13,93 min,Romance,Turkish,6.4,7.33
s1106,Movie,Barbarians (11),Director_118,"Actor_59, Actor_178, Actor_333",Japan,2020-09-10,2020,TV-MA,69 min,Action,English,8.9,0.75
s1107,TV Show,How to Sell Drugs Online (11),Director_137,"Actor_237, Actor_315, Actor_425, Actor_1, Actor_323",United States,2023-12-24,2023,PG,6 Seasons,Documentary,German,7.0,0.22
s1108,TV Show,Biohackers (11),Director_74,"Actor_387, Actor_129, Actor_92, Actor_74, Actor_104",United States,2021-02-28,2021,R,6 Seasons,Animation,English,6.5,1.71
s1109,TV Show,Dark Desire (11),Director_286,"Actor_436, Actor_492, Actor_280, Actor_234",United States,2019-07-25,2019,TV-14,3 Seasons,Crime,French,6.5,0.49
s1110,TV Show,Who Killed Sara (11),Director_62,"Actor_244, Actor_36",United States,2021-06-26,2021,TV-MA,2 Seasons,Romance,Japanese,6.2,3.83
s1111,Movie,Control Z (11),Director_62,"Actor_234, Actor_352, Actor_482, Actor_181, Actor_470",Spain,2020-12-15,2020,TV-MA,100 min,Drama,Turkish,7.1,0.11
s1112,TV Show,Club de Cuervos (11),Director_288,"Actor_214, Actor_32",United States,2020-08-08,2020,PG,3 Seasons,Comedy,Italian,5.7,0.9
s1113,TV Show,Selena: The Series (11),Director_115,"Actor_280, Actor_44, Actor_493, Actor_459",France,2021-11-10,2021,R,6 Seasons,Romance,Portuguese,8.0,2.61
s1114,TV Show,The House of Flowers (11),Director_187,"Actor_238, Actor_304, Actor_255, Actor_52",France,2020-08-11,2020,TV-MA,3 Seasons,Action,French,5.6,0.5
s1115,TV Show,Monarca (11),Director_198,"Actor_235, Actor_21, Actor_265, Actor_449, Actor_427",Spain,2019-10-05,2019,PG-13,1 Season,Comedy,German,6.3,3.28
s1116,TV Show,Holy Family (11),Director_100,"Actor_94, Actor_126, Actor_383, Actor_115, Actor_134",United Kingdom,2020-11-06,2020,R,1 Season,Horror,Japanese,6.2,0.93
s1117,TV Show,Toy Boy (11),Director_294,"Actor_141, Actor_22",Brazil,2017-12-20,2017,TV-MA,7 Seasons,Drama,French,6.6,2.75
s1118,Movie,White Lines (11),Director_57,"Actor_297, Actor_141, Actor_261, Actor_12, Actor_14",Japan,2020-03-02,2020,PG-13,120 min,Thriller,French,6.1,25.84
s1119,Movie,Cable Girls (11),Director_142,"Actor_442, Actor_310, Actor_486",Mexico,2016-06-25,2016,R,96 min,Drama,Spanish,6.9,6.63
s1120,TV Show,Alta Mar (11),Director_261,"Actor_368, Actor_450, Actor_84",United States,2021-12-27,2021,R,3 Seasons,Comedy,Korean,5.0,0.91
s1121,TV Show,Valeria (11),Director_138,"Actor_427, Actor_330, Actor_423",Japan,2023-12-20,2023,TV-14,2 Seasons,Romance,Japanese,7.0,2.17
s1122,Movie,La Casa de las Flores (11),Director_61,"Actor_385, Actor_373, Actor_293, Actor_306, Actor_130",South Korea,2020-03-19,2020,NR,88 min,Romance,English,5.9,0.43
s1123,TV Show,Suburra (11),Director_182,"Actor_239, Actor_184, Actor_114",United Kingdom,2020-12-04,2020,TV-MA,6 Seasons,Reality,Korean,6.7,7.23
s1124,Movie,Baby (11),Director_27,"Actor_263, Actor_437, Actor_435, Actor_483",United States,2022-11-24,2022,NR,99 min,Reality,English,8.7,7.12
s1125,TV Show,Zero (11),Director_147,"Actor_477, Actor_346, Actor_119, Actor_57",Spain,2018-07-16,2018,TV-14,3 Seasons,Action,Japanese,5.0,0.14
s1126,Movie,Luna Nera (11),Director_92,"Actor_499, Actor_172, Actor_396",Mexico,2018-11-12,2018,PG,82 min,Sci-Fi,Italian,8.2,0.48
s1127,Movie,Summertime (11),Director_215,"Actor_88, Actor_378",United Kingdom,2020-03-28,2020,R,93 min,Romance,Hindi,6.6,1.25
s1128,Movie,Club de Cuervos S2 (11),Director_29,"Actor_438, Actor_351, Actor_179, Actor_489",Brazil,2019-01-15,2019,PG-13,138 min,Action,English,9.2,0.49
s1129,TV Show,The Protector (11),Director_228,"Actor_5, Actor_131, Actor_415, Actor_108",France,2017-10-09,2017,R,4 Seasons,Romance,Portuguese,4.7,0.34
s1130,Movie,Atiye (11),Director_241,"Actor_79, Actor_52, Actor_386",Italy,2023-10-21,2023,TV-MA,120 min,Reality,Turkish,7.9,0.05
s1131,TV Show,Fatma (11),Director_39,"Actor_349, Actor_477",Brazil,2020-09-22,2020,TV-MA,5 Seasons,Sci-Fi,English,5.4,5.01
s1132,TV Show,Ethos (11),Director_5,"Actor_465, Actor_120",United Kingdom,2020-06-08,2020,TV-MA,4 Seasons,Action,English,9.4,0.9
s1133,Movie,Sisi (11),Director_251,"Actor_89, Actor_227, Actor_219",United States,2021-08-14,2021,R,63 min,Action,Spanish,8.1,0.25
s1134,Movie,Barbarians S2 (11),Director_168,"Actor_322, Actor_482",India,2019-02-09,2019,PG-13,138 min,Action,Portuguese,7.5,0.01
s1135,TV Show,Quicksand (11),Director_298,"Actor_240, Actor_346",Mexico,2021-03-21,2021,TV-14,1 Season,Horror,Italian,6.5,1.04
s1136,TV Show,Lilyhammer (11),Director_291,"Actor_10, Actor_286, Actor_95, Actor_129",Germany,2022-02-02,2022,TV-MA,4 Seasons,Horror,English,7.5,12.16
s1137,Movie,Norsemen (11),Director_114,"Actor_257, Actor_179",Spain,2023-06-16,2023,PG-13,105 min,Horror,Turkish,7.9,2.27
s1138,TV Show,Home for Christmas (11),Director_212,"Actor_68, Actor_256, Actor_269, Actor_435, Actor_147",Germany,2020-04-07,2020,PG-13,2 Seasons,Action,Korean,7.7,1.14
s1139,TV Show,Ragnarok (11),Director_202,"Actor_419, Actor_345, Actor_406",Australia,2017-04-25,2017,R,3 Seasons,Thriller,German,7.7,73.97
s1140,TV Show,Beforeigners (11),Director_186,"Actor_27, Actor_158, Actor_378",Germany,2022-02-07,2022,R,4 Seasons,Action,Korean,7.7,0.87
s1141,TV Show,Stranger Things (12),Director_211,"Actor_166, Actor_172, Actor_105, Actor_136",Japan,2023-03-13,2023,R,2 Seasons,Drama,French,7.8,4.47
s1142,Movie,Ozark (12),Director_272,"Actor_78, Actor_455",Mexico,2022-05-07,2022,G,132 min,Crime,Korean,7.1,1.22
s1143,TV Show,The Crown (12),Director_103,"Actor_7, Actor_30, Actor_180, Actor_111, Actor_70",United States,2018-07-12,2018,TV-MA,5 Seasons,Fantasy,English,6.3,0.26
s1144,Movie,Bridgerton (12),Director_173,"Actor_92, Actor_57, Actor_31, Actor_62, Actor_301",Spain,2019-02-20,2019,TV-14,115 min,Reality,Korean,4.8,0.07
s1145,TV Show,Squid Game (12),Director_234,"Actor_219, Actor_326",Turkey,2018-12-01,2018,TV-14,2 Seasons,Fantasy,English,6.4,3.55
s1146,Movie,Money Heist (12),Director_69,"Actor_299, Actor_26, Actor_406",United States,2019-05-23,2019,R,109 min,Comedy,German,6.2,0.92
s1147,TV Show,Dark (12),Director_73,"Actor_199, Actor_336, Actor_386, Actor_314",Germany,2022-01-12,2022,TV-14,5 Seasons,Horror,English,6.2,98.29
s1148,TV Show,Lupin (12),Director_95,"Actor_121, Actor_450, Actor_7",Spain,2018-09-13,2018,R,7 Seasons,Drama,English,7.5,1.2
s1149,Movie,Emily in Paris (12),Director_139,"Actor_136, Actor_339, Actor_145",United Kingdom,2020-02-21,2020,TV-14,120 min,Romance,German,5.5,3.1
s1150,Movie,Narcos (12),Director_97,"Actor_84, Actor_390",United States,2022-06-01,2022,PG-13,101 min,Fantasy,English,9.2,3.14
s1151,TV Show,Mindhunter (12),Director_15,"Actor_287, Actor_72, Actor_468, Actor_374, Actor_426",United Kingdom,2017-02-22,2017,PG-13,4 Seasons,Animation,Spanish,5.5,36.3
s1152,TV Show,Witcher (12),Director_133,"Actor_312, Actor_382, Actor_79, Actor_258, Actor_476",South Korea,2020-05-28,2020,TV-MA,6 Seasons,Sci-Fi,Spanish,8.2,13.65
s1153,TV Show,Cobra Kai (12),Director_267,"Actor_266, Actor_122, Actor_355, Actor_409, Actor_330",France,2020-11-12,2020,TV-MA,2 Seasons,Animation,Hindi,5.3,0.24
s1154,TV Show,Sex Education (12),Director_295,"Actor_149, Actor_284, Actor_387",United States,2020-01-16,2020,TV-MA,1 Season,Documentary,English,6.8,0.19
s1155,TV Show,You (12),Director_229,"Actor_247, Actor_328, Actor_388, Actor_74, Actor_76",United Kingdom,2022-11-02,2022,TV-14,5 Seasons,Action,Japanese,7.8,69.26
s1156,Movie,Tiger King (12),Director_76,"Actor_111, Actor_493, Actor_360, Actor_143",India,2019-12-02,2019,PG-13,115 min,Horror,German,5.3,0.64
s1157,TV Show,Making a Murderer (12),Director_40,"Actor_226, Actor_290, Actor_312, Actor_83, Actor_483",United States,2022-08-09,2022,PG-13,6 Seasons,Romance,English,4.5,0.64
s1158,TV Show,Conversations with a Killer (12),Director_162,"Actor_421, Actor_378, Actor_143, Actor_164",South Korea,2020-10-03,2020,TV-MA,7 Seasons,Documentary,English,5.6,1.28
s1159,TV Show,Our Planet (12),Director_150,"Actor_385, Actor_221, Actor_23, Actor_151, Actor_492",India,2022-01-19,2022,TV-MA,2 Seasons,Comedy,Italian,6.5,4.66
s1160,TV Show,Blue Planet II (12),Director_201,"Actor_35, Actor_363",United States,2022-11-26,2022,TV-MA,6 Seasons,Romance,Turkish,5.3,3.42
s1161,TV Show,Abstract (12),Director_73,"Actor_132, Actor_235, Actor_334",United Kingdom,2017-12-12,2017,R,4 Seasons,Sci-Fi,French,7.7,9.43
s1162,TV Show,Chef's Table (12),Director_191,"Actor_201, Actor_191, Actor_47",Japan,2023-09-08,2023,TV-14,7 Seasons,Thriller,English,9.0,3.92
s1163,TV Show,Formula 1: Drive to Survive (12),Director_106,"Actor_100, Actor_115, Actor_91, Actor_352",Spain,2019-06-25,2019,PG-13,6 Seasons,Crime,Japanese,8.2,1.12
s1164,TV Show,Last Chance U (12),Director_76,"Actor_70, Actor_418",France,2021-11-10,2021,TV-14,6 Seasons,Reality,English,8.8,2.11
s1165,TV Show,American Factory (12),Director_298,"Actor_96, Actor_433",Japan,2016-07-28,2016,PG-13,5 Seasons,Crime,English,7.0,0.07
s1166,TV Show,Icarus (12),Director_64,"Actor_166, Actor_66",United States,2018-04-19,2018,TV-MA,4 Seasons,Comedy,English,8.7,0.41
s1167,TV Show,My Octopus Teacher (12),Director_7,"Actor_316, Actor_230, Actor_134, Actor_114",Brazil,2021-03-06,2021,TV-14,1 Season,Thriller,Norwegian,6.9,0.25
s1168,Movie,The Tinder Swindler (12),Director_299,"Actor_459, Actor_250, Actor_89, Actor_345",Brazil,2020-08-25,2020,TV-14,91 min,Reality,Korean,9.5,0.86
s1169,TV Show,Bird Box (12),Director_231,"Actor_234, Actor_202, Actor_274",Norway,2015-11-05,2015,TV-14,3 Seasons,Crime,Hindi,6.3,6.94
s1170,TV Show,Extraction (12),Director_105,"Actor_117, Actor_310",Japan,2023-12-24,2023,TV-14,1 Season,Reality,English,6.4,0.26
s1171,TV Show,Red Notice (12),Director_170,"Actor_160, Actor_404, Actor_319, Actor_409, Actor_28",Canada,2023-02-02,2023,TV-14,2 Seasons,Action,English,7.5,23.75
s1172,TV Show,The Gray Man (12),Director_82,"Actor_204, Actor_254, Actor_2, Actor_245",Spain,2021-07-09,2021,R,3 Seasons,Thriller,English,4.2,0.5
s1173,TV Show,Don't Look Up (12),Director_40,"Actor_134, Actor_229, Actor_111",South Korea,2021-03-01,2021,PG-13,5 Seasons,Action,Korean,7.5,3.46
s1174,Movie,The Irishman (12),Director_85,"Actor_456, Actor_330",South Korea,2020-09-20,2020,TV-MA,76 min,Fantasy,German,6.4,0.26
s1175,TV Show,Marriage Story (12),Director_241,"Actor_293, Actor_449, Actor_66, Actor_139, Actor_57",United Kingdom,2022-02-14,2022,TV-14,7 Seasons,Horror,Japanese,7.6,3.25
s1176,Movie,Roma (12),Director_291,"Actor_281, Actor_321, Actor_103, Actor_435",United States,2022-08-14,2022,TV-MA,137 min,Romance,German,6.2,1.05
s1177,TV Show,Mank (12),Director_176,"Actor_31, Actor_78, Actor_7, Actor_210",United States,2022-06-14,2022,TV-MA,5 Seasons,Horror,Italian,6.4,0.7
s1178,Movie,Power (12),Director_269,"Actor_107, Actor_103, Actor_380",India,2016-12-07,2016,PG-13,119 min,Action,Spanish,5.8,1.15
s1179,TV Show,Narcos: Mexico (12),Director_299,"Actor_44, Actor_27",Norway,2021-05-19,2021,R,5 Seasons,Action,Spanish,6.2,0.33
s1180,TV Show,Ozark (12),Director_152,"Actor_436, Actor_282, Actor_37, Actor_20",Germany,2021-09-05,2021,TV-MA,4 Seasons,Action,English,8.2,0.17
s1181,Movie,Elite (12),Director_253,"Actor_173, Actor_126, Actor_392, Actor_54",United Kingdom,2023-03-04,2023,TV-14,88 min,Documentary,Spanish,5.5,2.83
s1182,Movie,Money Heist: Korea (12),Director_20,"Actor_282, Actor_477",Australia,2020-10-12,2020,PG-13,117 min,Action,Japanese,7.8,0.07
s1183,TV Show,All of Us Are Dead (12),Director_131,"Actor_71, Actor_499, Actor_445",South Korea,2022-08-19,2022,R,6 Seasons,Sci-Fi,Korean,6.1,11.47
s1184,TV Show,Hellbound (12),Director_288,"Actor_447, Actor_128, Actor_422, Actor_85",United States,2018-11-04,2018,TV-MA,7 Seasons,Fantasy,English,5.5,5.75
s1185,TV Show,Kingdom (12),Director_180,"Actor_68, Actor_42, Actor_296",United States,2018-04-18,2018,TV-MA,7 Seasons,Horror,Portuguese,9.0,0.15
s1186,Movie,Sweet Home (12),Director_299,"Actor_58, Actor_305",Japan,2017-06-02,2017,PG-13,126 min,Documentary,English,9.3,0.71
s1187,TV Show,Hospital Playlist (12),Director_244,"Actor_327, Actor_161",United States,2016-02-28,2016,TV-14,5 Seasons,Comedy,Spanish,7.8,1.69
s1188,TV Show,Reply 1988 (12),Director_217,"Actor_289, Actor_153, Actor_312, Actor_101",United Kingdom,2022-01-13,2022,TV-MA,3 Seasons,Romance,German,7.3,0.11
s1189,TV Show,Signal (12),Director_144,"Actor_263, Actor_79, Actor_404",United States,2023-05-18,2023,R,5 Seasons,Sci-Fi,English,6.1,2.74
s1190,Movie,My Mister (12),Director_2,"Actor_384, Actor_477",United States,2022-05-25,2022,R,85 min,Sci-Fi,Korean,7.5,1.48
s1191,TV Show,Crash Landing on You (12),Director_230,"Actor_136, Actor_78, Actor_288",France,2019-03-12,2019,TV-MA,2 Seasons,Documentary,English,8.9,3.81
s1192,TV Show,Lupin Part 2 (12),Director_166,"Actor_315, Actor_448, Actor_367",Brazil,2022-09-28,2022,TV-MA,7 Seasons,Drama,Korean,7.4,0.42
s1193,Movie,Call My Agent (12),Director_153,"Actor_239, Actor_280, Actor_2, Actor_111",Australia,2015-10-01,2015,TV-14,87 min,Reality,Japanese,6.7,1.9
s1194,Movie,The Bureau (12),Director_185,"Actor_36, Actor_176",France,2019-02-07,2019,PG-13,110 min,Action,Korean,5.7,0.57
s1195,Movie,Marseille (12),Director_184,"Actor_195, Actor_61, Actor_15",Spain,2023-10-01,2023,TV-MA,142 min,Animation,German,5.7,4.28
s1196,TV Show,Plan Coeur (12),Director_278,"Actor_165, Actor_269, Actor_124, Actor_415",France,2019-10-26,2019,TV-MA,5 Seasons,Sci-Fi,German,7.3,7.15
s1197,TV Show,Mortel (12),Director_251,"Actor_266, Actor_131, Actor_401",Spain,2022-01-21,2022,TV-MA,3 Seasons,Drama,English,7.4,5.25
s1198,TV Show,Laetitia (12),Director_229,"Actor_286, Actor_223, Actor_379",France,2021-09-10,2021,PG-13,1 Season,Thriller,Italian,6.7,3.0
s1199,Movie,Into the Night (12),Director_288,"Actor_296, Actor_36, Actor_129",Japan,2019-12-17,2019,PG-13,109 min,Documentary,English,6.8,1.74
s1200,TV Show,Dix Pour Cent (12),Director_299,"Actor_424, Actor_445",United States,2020-07-07,2020,TV-MA,3 Seasons,Fantasy,Hindi,7.3,0.41
s1201,Movie,Barbarians (12),Director_83,"Actor_207, Actor_491, Actor_356, Actor_422, Actor_420",South Korea,2021-09-04,2021,TV-14,105 min,Sci-Fi,English,6.0,0.96
s1202,TV Show,How to Sell Drugs Online (12),Director_262,"Actor_108, Actor_73, Actor_123, Actor_410",Japan,2018-10-16,2018,TV-14,7 Seasons,Horror,French,7.0,1.16
s1203,TV Show,Biohackers (12),Director_250,"Actor_395, Actor_249, Actor_319",United States,2015-08-12,2015,TV-MA,7 Seasons,Documentary,English,6.2,5.3
s1204,TV Show,Dark Desire (12),Director_52,"Actor_339, Actor_351, Actor_188, Actor_81, Actor_358",Italy,2017-05-02,2017,PG-13,4 Seasons,Fantasy,Turkish,6.5,1.76
s1205,TV Show,Who Killed Sara (12),Director_218,"Actor_285, Actor_184, Actor_233",United Kingdom,2021-02-21,2021,PG,4 Seasons,Crime,Korean,6.8,3.22
s1206,Movie,Control Z (12),Director_4,"Actor_203, Actor_44, Actor_119, Actor_340, Actor_137",United States,2021-08-19,2021,TV-14,75 min,Action,English,5.6,8.88
s1207,TV Show,Club de Cuervos (12),Director_39,"Actor_10, Actor_3, Actor_469, Actor_212",United States,2021-10-27,2021,TV-14,5 Seasons,Comedy,Spanish,7.3,36.11
s1208,TV Show,Selena: The Series (12),Director_275,"Actor_400, Actor_147, Actor_15, Actor_374, Actor_40",South Korea,2021-07-02,2021,TV-MA,6 Seasons,Romance,Korean,6.6,0.31
s1209,Movie,The House of Flowers (12),Director_198,"Actor_454, Actor_104, Actor_19, Actor_316, Actor_113",Spain,2020-05-08,2020,R,60 min,Crime,English,5.5,0.57
s1210,TV Show,Monarca (12),Director_128,"Actor_71, Actor_375, Actor_141, Actor_488, Actor_452",Canada,2022-05-09,2022,TV-MA,7 Seasons,Drama,English,4.4,0.44
s1211,TV Show,Holy Family (12),Director_69,"Actor_134, Actor_359",Mexico,2023-10-12,2023,TV-14,3 Seasons,Animation,Japanese,6.8,9.5
s1212,Movie,Toy Boy (12),Director_67,"Actor_266, Actor_437, Actor_285, Actor_135",United States,2019-11-25,2019,TV-14,100 min,Sci-Fi,Italian,8.2,0.13
s1213,Movie,White Lines (12),Director_72,"Actor_381, Actor_23, Actor_44, Actor_48, Actor_30",United States,2018-04-11,2018,R,82 min,Reality,English,6.1,0.69
s1214,TV Show,Cable Girls (12),Director_167,"Actor_296, Actor_299, Actor_31, Actor_234, Actor_190",India,2019-09-06,2019,TV-MA,7 Seasons,Action,Japanese,7.9,7.16
s1215,TV Show,Alta Mar (12),Director_111,"Actor_298, Actor_492",Canada,2021-11-13,2021,R,2 Seasons,Fantasy,English,7.2,1.7
s1216,Movie,Valeria (12),Director_206,"Actor_288, Actor_207, Actor_390, Actor_186, Actor_471",South Korea,2018-05-09,2018,R,116 min,Documentary,Spanish,7.8,0.69
s1217,TV Show,La Casa de las Flores (12),Director_179,"Actor_132, Actor_354, Actor_393, Actor_411, Actor_309",South Korea,2019-11-01,2019,R,6 Seasons,Comedy,Portuguese,4.9,6.33
s1218,TV Show,Suburra (12),Director_275,"Actor_103, Actor_245, Actor_285, Actor_329, Actor_359",Australia,2021-01-28,2021,R,4 Seasons,Crime,Spanish,6.2,15.37
s1219,Movie,Baby (12),Director_67,"Actor_396, Actor_233",France,2021-07-13,2021,PG,90 min,Action,Japanese,7.1,1.45
s1220,Movie,Zero (12),Director_41,"Actor_276, Actor_388, Actor_17",Spain,2021-04-21,2021,R,117 min,Thriller,English,4.8,3.41
s1221,Movie,Luna Nera (12),Director_83,"Actor_304, Actor_214, Actor_270",United Kingdom,2016-03-16,2016,TV-14,60 min,Action,English,6.9,0.42
s1222,TV Show,Summertime (12),Director_240,"Actor_353, Actor_148",Norway,2023-09-14,2023,NR,4 Seasons,Crime,English,7.2,6.83
s1223,TV Show,Club de Cuervos S2 (12),Director_237,"Actor_145, Actor_498, Actor_44",South Korea,2022-06-06,2022,TV-MA,1 Season,Sci-Fi,English,6.2,15.87
s1224,Movie,The Protector (12),Director_202,"Actor_214, Actor_490",Spain,2016-03-11,2016,TV-MA,109 min,Action,Japanese,4.2,1.57
s1225,TV Show,Atiye (12),Director_290,"Actor_7, Actor_243, Actor_160, Actor_210, Actor_473",United States,2019-09-22,2019,TV-MA,7 Seasons,Romance,Spanish,7.0,0.78
s1226,Movie,Fatma (12),Director_212,"Actor_457, Actor_447",Norway,2020-02-11,2020,R,102 min,Horror,English,4.7,0.23
s1227,Movie,Ethos (12),Director_119,"Actor_167, Actor_64",South Korea,2016-09-05,2016,TV-MA,96 min,Crime,Korean,7.8,6.89
s1228,Movie,Sisi (12),Director_9,"Actor_199, Actor_447, Actor_467, Actor_464, Actor_341",United States,2019-02-25,2019,NR,100 min,Documentary,Turkish,6.6,1.18
s1229,TV Show,Barbarians S2 (12),Director_282,"Actor_288, Actor_28, Actor_191",United States,2016-07-18,2016,R,1 Season,Reality,Japanese,8.7,0.61
s1230,Movie,Quicksand (12),Director_132,"Actor_445, Actor_494, Actor_467, Actor_409, Actor_25",Canada,2020-01-26,2020,TV-MA,84 min,Crime,French,4.5,0.22
s1231,TV Show,Lilyhammer (12),Director_118,"Actor_16, Actor_332, Actor_266, Actor_12, Actor_40",United States,2021-08-09,2021,PG-13,3 Seasons,Drama,English,6.2,8.42
s1232,Movie,Norsemen (12),Director_106,"Actor_32, Actor_460",United Kingdom,2021-07-01,2021,TV-MA,68 min,Animation,Japanese,7.6,0.52
s1233,TV Show,Home for Christmas (12),Director_125,"Actor_97, Actor_165, Actor_181, Actor_15, Actor_386",South Korea,2015-04-06,2015,R,3 Seasons,Fantasy,Portuguese,8.1,24.16
s1234,TV Show,Ragnarok (12),Director_12,"Actor_16, Actor_344, Actor_219, Actor_83, Actor_78",Australia,2021-12-07,2021,TV-MA,7 Seasons,Sci-Fi,English,7.8,11.3
s1235,TV Show,Beforeigners (12),Director_176,"Actor_97, Actor_314, Actor_118, Actor_477, Actor_403",Germany,2017-07-01,2017,TV-MA,7 Seasons,Action,Japanese,7.1,2.51
s1236,Movie,Stranger Things (13),Director_2,"Actor_221, Actor_109, Actor_15",France,2019-07-27,2019,TV-14,97 min,Sci-Fi,Korean,7.2,4.19
s1237,TV Show,Ozark (13),Director_228,"Actor_29, Actor_128",United States,2022-08-20,2022,TV-MA,2 Seasons,Fantasy,English,5.2,0.29
s1238,TV Show,The Crown (13),Director_274,"Actor_85, Actor_292",United States,2020-06-09,2020,TV-MA,6 Seasons,Horror,Spanish,7.1,5.15
s1239,Movie,Bridgerton (13),Director_148,"Actor_279, Actor_212, Actor_58, Actor_12",Brazil,2023-09-19,2023,R,79 min,Animation,Spanish,5.7,1.23
s1240,TV Show,Squid Game (13),Director_299,"Actor_244, Actor_11",Mexico,2019-07-23,2019,TV-MA,3 Seasons,Romance,Italian,7.0,0.2
s1241,TV Show,Money Heist (13),Director_133,"Actor_173, Actor_154, Actor_428, Actor_362, Actor_214",Australia,2016-01-01,2016,TV-MA,4 Seasons,Sci-Fi,Spanish,5.9,0.34
s1242,TV Show,Dark (13),Director_54,"Actor_52, Actor_257, Actor_223, Actor_85",Spain,2023-09-13,2023,R,4 Seasons,Thriller,Turkish,6.4,0.29
s1243,TV Show,Lupin (13),Director_236,"Actor_326, Actor_396",Germany,2021-05-16,2021,R,4 Seasons,Thriller,Turkish,6.3,0.8
s1244,Movie,Emily in Paris (13),Director_36,"Actor_252, Actor_87, Actor_365",South Korea,2022-02-04,2022,TV-MA,117 min,Thriller,Spanish,8.5,1.27
s1245,TV Show,Narcos (13),Director_193,"Actor_263, Actor_370, Actor_309, Actor_435",United Kingdom,2022-12-23,2022,NR,1 Season,Action,Norwegian,6.5,6.05
s1246,TV Show,Mindhunter (13),Director_44,"Actor_398, Actor_210, Actor_109, Actor_67, Actor_437",United States,2021-11-27,2021,TV-14,7 Seasons,Animation,Turkish,7.9,3.02
